channel_id,year,video_count
UCCEHpnzn37K8kQv2QtybE2w,2025,191
UCCEHpnzn37K8kQv2QtybE2w,2026,132
UCCKvp_oV10qcK5Abjaz4FrA,2021,26
UCCKvp_oV10qcK5Abjaz4FrA,2022,34
UCCKvp_oV10qcK5Abjaz4FrA,2023,5
UCCKvp_oV10qcK5Abjaz4FrA,2025,2
UCCM6yLTh1Ep5rlwrapyyNOQ,2025,85
UCCM6yLTh1Ep5rlwrapyyNOQ,2026,57
UCCQd9y8LSnnp09dF7Mrp5Jg,2024,183
UCCQd9y8LSnnp09dF7Mrp5Jg,2025,307
UCCQd9y8LSnnp09dF7Mrp5Jg,2026,166
UCCTu-nYFSFerCTEAQLwyRgA,2021,73
UCCTu-nYFSFerCTEAQLwyRgA,2022,40
UCCTu-nYFSFerCTEAQLwyRgA,2023,22
UCCTu-nYFSFerCTEAQLwyRgA,2024,2
UCCTu-nYFSFerCTEAQLwyRgA,2025,4
UCCXtKBc_KnKRtT-9qXu5Y7A,2021,19
UCCXtKBc_KnKRtT-9qXu5Y7A,2022,21
UCCXtKBc_KnKRtT-9qXu5Y7A,2023,3
UCC_P34t35REbiPzbHO_bifA,2022,21
UCC_P34t35REbiPzbHO_bifA,2023,58
UCC_P34t35REbiPzbHO_bifA,2024,146
UCC_P34t35REbiPzbHO_bifA,2025,467
UCC_P34t35REbiPzbHO_bifA,2026,8
UCCa03c0JD-H5AoJ_a6PuQrA,2025,203
UCCa03c0JD-H5AoJ_a6PuQrA,2026,65
UCCcZmve86N8WakyfYRqc0uA,2025,93
UCCcZmve86N8WakyfYRqc0uA,2026,58
UCCjunxHiL2OHhNDl4sdD1bg,2021,2
UCCjunxHiL2OHhNDl4sdD1bg,2022,50
UCCjunxHiL2OHhNDl4sdD1bg,2023,135
UCCjunxHiL2OHhNDl4sdD1bg,2024,60
UCCjunxHiL2OHhNDl4sdD1bg,2025,26
UCCjunxHiL2OHhNDl4sdD1bg,2026,15
UCCmBL9p7d1a0aBjZSPF8QpQ,2023,7
UCCnI25SLttKYJdVgno6qkYg,2024,132
UCCnI25SLttKYJdVgno6qkYg,2025,33
UCCo8rdZh_V_irwScgnHJb2Q,2023,1
UCCo8rdZh_V_irwScgnHJb2Q,2025,191
UCCo8rdZh_V_irwScgnHJb2Q,2026,114
UCCptqrhEdtJGBer1qWWRLnA,2020,195
UCCptqrhEdtJGBer1qWWRLnA,2021,179
UCCptqrhEdtJGBer1qWWRLnA,2022,106
UCCptqrhEdtJGBer1qWWRLnA,2023,10
UCCsgAS-uqrGRdmvJzvfAXsw,2022,14
UCCwDLJmhL5pYyXzN7coVwTw,2023,1
UCCwDLJmhL5pYyXzN7coVwTw,2025,41
UCCwDLJmhL5pYyXzN7coVwTw,2026,22
UCD0aj_PFkBK-LGaDIiXvBww,2024,27
UCD0aj_PFkBK-LGaDIiXvBww,2025,78
UCD0aj_PFkBK-LGaDIiXvBww,2026,10
UCD2BJUqKTEPOkxdTyxfvCuQ,2022,81
UCD2BJUqKTEPOkxdTyxfvCuQ,2023,120
UCD2BJUqKTEPOkxdTyxfvCuQ,2024,108
UCD2BJUqKTEPOkxdTyxfvCuQ,2025,23
UCD2BJUqKTEPOkxdTyxfvCuQ,2026,7
UCD5-go4VNzPs044VuPf2-uA,2021,5
UCD5-go4VNzPs044VuPf2-uA,2022,39
UCD5-go4VNzPs044VuPf2-uA,2023,65
UCD5-go4VNzPs044VuPf2-uA,2024,54
UCD5-go4VNzPs044VuPf2-uA,2025,79
UCD5-go4VNzPs044VuPf2-uA,2026,24
UCD67JYizIZGNc-1Dsn9eu3A,2025,57
UCD67JYizIZGNc-1Dsn9eu3A,2026,154
UCDCOWpzyBFsavT-K7AmN3MQ,2023,80
UCDCOWpzyBFsavT-K7AmN3MQ,2024,389
UCDCOWpzyBFsavT-K7AmN3MQ,2025,185
UCDCOWpzyBFsavT-K7AmN3MQ,2026,46
UCDH0eXdMf-vFqvTtjADsOcw,2018,3
UCDH0eXdMf-vFqvTtjADsOcw,2019,21
UCDH0eXdMf-vFqvTtjADsOcw,2023,8
UCDH0eXdMf-vFqvTtjADsOcw,2024,21
UCDH0eXdMf-vFqvTtjADsOcw,2025,46
UCDH0eXdMf-vFqvTtjADsOcw,2026,27
UCDSn4Ql7fuyjxsSNOws81iQ,2023,51
UCDSn4Ql7fuyjxsSNOws81iQ,2024,248
UCDSn4Ql7fuyjxsSNOws81iQ,2025,235
UCDSn4Ql7fuyjxsSNOws81iQ,2026,166
UCDUFEQDrHUjO5vAVwPPiG3Q,2021,19
UCDUFEQDrHUjO5vAVwPPiG3Q,2022,20
UCDUFEQDrHUjO5vAVwPPiG3Q,2023,1
UCDUFEQDrHUjO5vAVwPPiG3Q,2024,6
UCDUFEQDrHUjO5vAVwPPiG3Q,2025,6
UCDUdT8_IEOY-Z9KfLiCOfuQ,2023,2
UCDUdT8_IEOY-Z9KfLiCOfuQ,2024,68
UCDUdT8_IEOY-Z9KfLiCOfuQ,2025,146
UCDUdT8_IEOY-Z9KfLiCOfuQ,2026,134
UCDVOWB_Fi5jmi6o-x5_uV8g,2020,103
UCDVOWB_Fi5jmi6o-x5_uV8g,2021,171
UCDVOWB_Fi5jmi6o-x5_uV8g,2022,122
UCDVOWB_Fi5jmi6o-x5_uV8g,2023,96
UCDVOWB_Fi5jmi6o-x5_uV8g,2024,62
UCDVOWB_Fi5jmi6o-x5_uV8g,2025,31
UCDVOWB_Fi5jmi6o-x5_uV8g,2026,15
UCDWp89OUkBRM9cDmOXHT6bw,2021,1
UCDWp89OUkBRM9cDmOXHT6bw,2022,3
UCDWp89OUkBRM9cDmOXHT6bw,2023,1
UCDWp89OUkBRM9cDmOXHT6bw,2024,22
UCDWp89OUkBRM9cDmOXHT6bw,2025,237
UCDWp89OUkBRM9cDmOXHT6bw,2026,126
UCDXW5zG-2aZXL9K1bkV3Ajw,2021,20
UCDXW5zG-2aZXL9K1bkV3Ajw,2022,19
UCDXW5zG-2aZXL9K1bkV3Ajw,2023,36
UCDXW5zG-2aZXL9K1bkV3Ajw,2024,7
UCDXW5zG-2aZXL9K1bkV3Ajw,2025,32
UCDXW5zG-2aZXL9K1bkV3Ajw,2026,19
UCDXhbquWzQvdwZC1yVUmxAA,2025,3
UCDYy9EVjkBym7bUYwTKzugA,2020,14
UCDYy9EVjkBym7bUYwTKzugA,2021,114
UCD_aBWFE2nsQB0Pb6Hj8Ksg,2021,17
UCD_aBWFE2nsQB0Pb6Hj8Ksg,2022,20
UCD_aBWFE2nsQB0Pb6Hj8Ksg,2024,1
UCD_aBWFE2nsQB0Pb6Hj8Ksg,2025,1
UCD_y0feXuBuX9z6RAxz4afg,2022,117
UCD_y0feXuBuX9z6RAxz4afg,2023,79
UCD_y0feXuBuX9z6RAxz4afg,2024,110
UCD_y0feXuBuX9z6RAxz4afg,2025,92
UCD_y0feXuBuX9z6RAxz4afg,2026,48
UCDb3FYf93LJEcswNeZ05uag,2024,4
UCDb3FYf93LJEcswNeZ05uag,2025,140
UCDb3FYf93LJEcswNeZ05uag,2026,124
UCDcMQuBXmp3NByn3wD5lZog,2022,6
UCDcMQuBXmp3NByn3wD5lZog,2023,1
UCDdYlO59uiphs8QUL7I88Rg,2022,2
UCDdYlO59uiphs8QUL7I88Rg,2023,39
UCDdYlO59uiphs8QUL7I88Rg,2024,207
UCDdYlO59uiphs8QUL7I88Rg,2025,206
UCDdYlO59uiphs8QUL7I88Rg,2026,159
UCDgEY3e3hNge2XzFhFuYPYw,2024,67
UCDgEY3e3hNge2XzFhFuYPYw,2025,328
UCDgEY3e3hNge2XzFhFuYPYw,2026,168
UCDgptjggm1YvNSn7GQ19sEA,2021,5
UCDgptjggm1YvNSn7GQ19sEA,2022,2
UCDgptjggm1YvNSn7GQ19sEA,2025,1
UCDhUZlrVbcdvac4SRLi3tXA,2017,1
UCDhUZlrVbcdvac4SRLi3tXA,2018,1
UCDhUZlrVbcdvac4SRLi3tXA,2021,14
UCDhUZlrVbcdvac4SRLi3tXA,2022,61
UCDhUZlrVbcdvac4SRLi3tXA,2023,66
UCDhUZlrVbcdvac4SRLi3tXA,2024,44
UCDhUZlrVbcdvac4SRLi3tXA,2025,40
UCDhUZlrVbcdvac4SRLi3tXA,2026,16
UCDiyOEC0TGng4cudBJbMyWg,2023,5
UCDiyOEC0TGng4cudBJbMyWg,2024,195
UCDiyOEC0TGng4cudBJbMyWg,2025,108
UCDiyOEC0TGng4cudBJbMyWg,2026,110
UCDki34ncCre0xPgf1JCkqCA,2023,187
UCDki34ncCre0xPgf1JCkqCA,2024,199
UCDki34ncCre0xPgf1JCkqCA,2025,156
UCDki34ncCre0xPgf1JCkqCA,2026,158
UCDmay2oK3RLbl8ooxYv-wJg,2026,2
UCDmlKuJkE2tIR-Q8bSWPvDw,2025,30
UCDmlKuJkE2tIR-Q8bSWPvDw,2026,54
UCDrFZpqKkgV27Q1NcYYYU2w,2021,3
UCDrFZpqKkgV27Q1NcYYYU2w,2022,16
UCDrFZpqKkgV27Q1NcYYYU2w,2023,198
UCDrFZpqKkgV27Q1NcYYYU2w,2024,141
UCDrFZpqKkgV27Q1NcYYYU2w,2025,95
UCDuv12N1-maTw7eemVA2hgQ,2021,79
UCDuv12N1-maTw7eemVA2hgQ,2022,205
UCDuv12N1-maTw7eemVA2hgQ,2023,77
UCDuv12N1-maTw7eemVA2hgQ,2024,7
UCDuv12N1-maTw7eemVA2hgQ,2025,69
UCDuv12N1-maTw7eemVA2hgQ,2026,32
UCDwExMfrKLpB6j0vDUW-0WA,2025,23
UCDwExMfrKLpB6j0vDUW-0WA,2026,19
UCDwGQS9PGoUV-yMRsQ5pBxw,2026,332
UCDx_VxFnDh_yxtff1akPpvg,2022,91
UCDx_VxFnDh_yxtff1akPpvg,2023,29
UCDx_VxFnDh_yxtff1akPpvg,2024,28
UCDx_VxFnDh_yxtff1akPpvg,2025,85
UCDx_VxFnDh_yxtff1akPpvg,2026,46
UCDzIAHQJv3O2IN0u26bHlaw,2022,5
UCDzIAHQJv3O2IN0u26bHlaw,2023,24
UCDzIAHQJv3O2IN0u26bHlaw,2024,20
UCDzIAHQJv3O2IN0u26bHlaw,2025,82
UCDzIAHQJv3O2IN0u26bHlaw,2026,57
UCE010cVAgWFD24wIJ95sDKw,2025,440
UCE010cVAgWFD24wIJ95sDKw,2026,260
UCE46-Cb8vr2ra-YAJ7UoOcA,2024,70
UCE46-Cb8vr2ra-YAJ7UoOcA,2025,111
UCE46-Cb8vr2ra-YAJ7UoOcA,2026,133
UCEAweQRj86ga-ymLA_L50BA,2022,2
UCEI_LsIHnvFh0dN8KmVy7hg,2022,9
UCEI_LsIHnvFh0dN8KmVy7hg,2023,4
UCEI_LsIHnvFh0dN8KmVy7hg,2024,2
UCEI_LsIHnvFh0dN8KmVy7hg,2025,1
UCEL3qsIRdudjSuFHMHUxi0Q,2025,114
UCEL3qsIRdudjSuFHMHUxi0Q,2026,95
UCEMqL-RYgeAEhTMUJeHfkaw,2021,17
UCEMqL-RYgeAEhTMUJeHfkaw,2022,215
UCEMqL-RYgeAEhTMUJeHfkaw,2023,157
UCEMqL-RYgeAEhTMUJeHfkaw,2024,120
UCEMqL-RYgeAEhTMUJeHfkaw,2025,110
UCEMqL-RYgeAEhTMUJeHfkaw,2026,81
UCEQ28ZgkC47h0jG8CWN_V2Q,2024,43
UCEQ28ZgkC47h0jG8CWN_V2Q,2025,66
UCEQ28ZgkC47h0jG8CWN_V2Q,2026,44
UCER-4jqj3kUgY36i3FPAtJA,2023,19
UCER-4jqj3kUgY36i3FPAtJA,2024,263
UCER-4jqj3kUgY36i3FPAtJA,2025,266
UCER-4jqj3kUgY36i3FPAtJA,2026,152
UCEZZl5ozactQATI4iIx2mOg,2025,94
UCEZZl5ozactQATI4iIx2mOg,2026,39
UCEZl6aWM_c93GHtB12UfxNA,2023,192
UCEZl6aWM_c93GHtB12UfxNA,2024,150
UCEZl6aWM_c93GHtB12UfxNA,2025,34
UCEZl6aWM_c93GHtB12UfxNA,2026,23
UCEbwSVZLmNpdgZPbeFL7chg,2024,5
UCEbwSVZLmNpdgZPbeFL7chg,2025,487
UCEbwSVZLmNpdgZPbeFL7chg,2026,208
UCEcSxWcQiyfpx7mRAdb_emg,2021,3
UCEcSxWcQiyfpx7mRAdb_emg,2022,1
UCEcSxWcQiyfpx7mRAdb_emg,2023,3
UCEcSxWcQiyfpx7mRAdb_emg,2024,15
UCEcSxWcQiyfpx7mRAdb_emg,2025,223
UCEcSxWcQiyfpx7mRAdb_emg,2026,54
UCEjF-FvkrvMhQ7b6KT5UCAw,2024,34
UCEjF-FvkrvMhQ7b6KT5UCAw,2025,162
UCEjF-FvkrvMhQ7b6KT5UCAw,2026,95
UCEk6QSUJhVf56A_VznMpKpg,2021,94
UCEk6QSUJhVf56A_VznMpKpg,2022,5
UCEpxkPOevg0ItmSknvEcngg,2022,5
UCEpxkPOevg0ItmSknvEcngg,2023,101
UCEpxkPOevg0ItmSknvEcngg,2024,99
UCEpxkPOevg0ItmSknvEcngg,2025,90
UCEpxkPOevg0ItmSknvEcngg,2026,79
UCEuU0EQj7eWL2-vf5hGFwXg,2023,14
UCEuU0EQj7eWL2-vf5hGFwXg,2024,208
UCEuU0EQj7eWL2-vf5hGFwXg,2025,223
UCEuU0EQj7eWL2-vf5hGFwXg,2026,255
UCEvyDOkcGkzCTo62d9BrhkA,2023,46
UCEvyDOkcGkzCTo62d9BrhkA,2024,268
UCEvyDOkcGkzCTo62d9BrhkA,2025,294
UCEvyDOkcGkzCTo62d9BrhkA,2026,92
UCF19DHmsDiaB3P3Cbpdp14g,2023,39
UCF19DHmsDiaB3P3Cbpdp14g,2024,285
UCF19DHmsDiaB3P3Cbpdp14g,2025,171
UCF19DHmsDiaB3P3Cbpdp14g,2026,117
UCF81ZEcn0aKct7TJPZVINAw,2025,141
UCF81ZEcn0aKct7TJPZVINAw,2026,31
UCFB-5_h8i1373WvI7ElG2FA,2021,3
UCFB-5_h8i1373WvI7ElG2FA,2022,12
UCFB-5_h8i1373WvI7ElG2FA,2023,5
UCFB-5_h8i1373WvI7ElG2FA,2024,4
UCFB-5_h8i1373WvI7ElG2FA,2025,5
UCFBj6s8uT6nphkbV7UMVGsQ,2025,128
UCFBj6s8uT6nphkbV7UMVGsQ,2026,150
UCFKBoyzpTZdu20o-O5XUf8g,2021,42
UCFKBoyzpTZdu20o-O5XUf8g,2022,33
UCFKBoyzpTZdu20o-O5XUf8g,2023,5
UCFKBoyzpTZdu20o-O5XUf8g,2024,3
UCFLR42m7vGHPi3wSROWaepA,2023,43
UCFLR42m7vGHPi3wSROWaepA,2024,144
UCFLR42m7vGHPi3wSROWaepA,2025,115
UCFLR42m7vGHPi3wSROWaepA,2026,62
UCFN4mdxw4ss6DMB6ZYPXPuw,2023,56
UCFN4mdxw4ss6DMB6ZYPXPuw,2024,267
UCFN4mdxw4ss6DMB6ZYPXPuw,2025,269
UCFN4mdxw4ss6DMB6ZYPXPuw,2026,100
UCFNsc_xre9fXD0-f8kyrUTQ,2022,4
UCFNsc_xre9fXD0-f8kyrUTQ,2023,15
UCFNsc_xre9fXD0-f8kyrUTQ,2024,1
UCFRCQhHa_MUmmRaGUJVN8zA,2018,4
UCFRCQhHa_MUmmRaGUJVN8zA,2019,10
UCFRCQhHa_MUmmRaGUJVN8zA,2020,60
UCFRCQhHa_MUmmRaGUJVN8zA,2021,49
UCFRCQhHa_MUmmRaGUJVN8zA,2022,36
UCFRCQhHa_MUmmRaGUJVN8zA,2023,70
UCFRCQhHa_MUmmRaGUJVN8zA,2024,52
UCFRCQhHa_MUmmRaGUJVN8zA,2025,56
UCFRCQhHa_MUmmRaGUJVN8zA,2026,40
UCFVbcS05rXwR7iLPl2K82Kw,2024,1
UCFVbcS05rXwR7iLPl2K82Kw,2025,96
UCFVbcS05rXwR7iLPl2K82Kw,2026,149
UCFcV8AGufMRT7is-GX1Y9gQ,2024,10
UCFcV8AGufMRT7is-GX1Y9gQ,2025,17
UCFcV8AGufMRT7is-GX1Y9gQ,2026,2
UCFd3ivp0P8uWR-SdnMLWDoQ,2026,200
UCFjBM9wvCqb5wBLpp_cHxfA,2022,57
UCFjBM9wvCqb5wBLpp_cHxfA,2023,99
UCFjBM9wvCqb5wBLpp_cHxfA,2024,126
UCFjBM9wvCqb5wBLpp_cHxfA,2025,126
UCFjBM9wvCqb5wBLpp_cHxfA,2026,110
UCFkljb428Byj00FxL_kwYyA,2021,159
UCFkljb428Byj00FxL_kwYyA,2022,92
UCFkljb428Byj00FxL_kwYyA,2023,18
UCFkljb428Byj00FxL_kwYyA,2024,7
UCFkljb428Byj00FxL_kwYyA,2025,2
UCFkljb428Byj00FxL_kwYyA,2026,2
UCFr02a1OIuA1yrnJuB2dSpw,2024,12
UCFr02a1OIuA1yrnJuB2dSpw,2025,175
UCFr02a1OIuA1yrnJuB2dSpw,2026,92
UCFuUpyt6u2UC90h1nAWuXkw,2026,6
UCG-PEjbBmm82pBvWvJJfxgQ,2025,84
UCG-PEjbBmm82pBvWvJJfxgQ,2026,49
UCG04BGkyQFQPV3jl5ANHPZA,2022,39
UCG04BGkyQFQPV3jl5ANHPZA,2023,46
UCG04BGkyQFQPV3jl5ANHPZA,2024,23
UCG04BGkyQFQPV3jl5ANHPZA,2025,11
UCG04BGkyQFQPV3jl5ANHPZA,2026,6
UCG1Dk3994tPaCIBJp8Cu2pg,2015,1
UCG1Dk3994tPaCIBJp8Cu2pg,2016,1
UCG1Dk3994tPaCIBJp8Cu2pg,2019,11
UCG1Dk3994tPaCIBJp8Cu2pg,2020,11
UCG1Dk3994tPaCIBJp8Cu2pg,2021,13
UCG1Dk3994tPaCIBJp8Cu2pg,2022,42
UCG1Dk3994tPaCIBJp8Cu2pg,2023,50
UCG1Dk3994tPaCIBJp8Cu2pg,2024,48
UCG1Dk3994tPaCIBJp8Cu2pg,2025,61
UCG1Dk3994tPaCIBJp8Cu2pg,2026,149
UCG1UqDhwKiOIHHAhwZqJGQg,2025,291
UCG1UqDhwKiOIHHAhwZqJGQg,2026,295
UCGAYOnH9azmAmcHpzRWZsOg,2022,93
UCGAYOnH9azmAmcHpzRWZsOg,2023,230
UCGAYOnH9azmAmcHpzRWZsOg,2024,222
UCGAYOnH9azmAmcHpzRWZsOg,2025,93
UCGAYOnH9azmAmcHpzRWZsOg,2026,62
UCGAtHjeWWgyWboVQ33ZQX6Q,2021,54
UCGAtHjeWWgyWboVQ33ZQX6Q,2022,96
UCGAtHjeWWgyWboVQ33ZQX6Q,2023,94
UCGAtHjeWWgyWboVQ33ZQX6Q,2024,85
UCGAtHjeWWgyWboVQ33ZQX6Q,2025,70
UCGAtHjeWWgyWboVQ33ZQX6Q,2026,26
UCGAxNdaCC9RI6-u3QabJ8Fg,2024,25
UCGAxNdaCC9RI6-u3QabJ8Fg,2025,88
UCGAxNdaCC9RI6-u3QabJ8Fg,2026,130
UCGBkYTR4tMKS38TQHGWWLjg,2023,103
UCGBkYTR4tMKS38TQHGWWLjg,2024,292
UCGBkYTR4tMKS38TQHGWWLjg,2025,178
UCGBkYTR4tMKS38TQHGWWLjg,2026,127
UCGFON7MMs-K2rmM_TjNG82A,2021,1
UCGFON7MMs-K2rmM_TjNG82A,2022,67
UCGFON7MMs-K2rmM_TjNG82A,2023,12
UCGFON7MMs-K2rmM_TjNG82A,2024,6
UCGFON7MMs-K2rmM_TjNG82A,2025,6
UCGFON7MMs-K2rmM_TjNG82A,2026,26
UCGFX2NZhsWp_hpZiYmyJnRQ,2023,85
UCGFX2NZhsWp_hpZiYmyJnRQ,2024,84
UCGFX2NZhsWp_hpZiYmyJnRQ,2025,134
UCGFX2NZhsWp_hpZiYmyJnRQ,2026,31
UCGGJmwrqz9q6BAVK0VWYE8g,2022,130
UCGGJmwrqz9q6BAVK0VWYE8g,2023,150
UCGGJmwrqz9q6BAVK0VWYE8g,2024,109
UCGGJmwrqz9q6BAVK0VWYE8g,2025,209
UCGGJmwrqz9q6BAVK0VWYE8g,2026,102
UCGIDvgCG2v47r33D14QlasA,2024,210
UCGIDvgCG2v47r33D14QlasA,2025,281
UCGIDvgCG2v47r33D14QlasA,2026,119
UCGIo_THCq5eGbEdb8f0z10Q,2024,17
UCGIo_THCq5eGbEdb8f0z10Q,2025,50
UCGIo_THCq5eGbEdb8f0z10Q,2026,29
UCGMSJFuXdNmswEPX4X6NnLQ,2023,155
UCGMSJFuXdNmswEPX4X6NnLQ,2024,196
UCGMSJFuXdNmswEPX4X6NnLQ,2025,243
UCGMSJFuXdNmswEPX4X6NnLQ,2026,106
UCGMiAEmU8MB1-2abX_Tjkyw,2025,122
UCGMiAEmU8MB1-2abX_Tjkyw,2026,9
UCGOkjVQVJivJxDN7iSdQuLA,2024,51
UCGOkjVQVJivJxDN7iSdQuLA,2025,125
UCGOkjVQVJivJxDN7iSdQuLA,2026,131
UCGRF7CYtM2Qvevmach7enPA,2024,3
UCGRF7CYtM2Qvevmach7enPA,2025,104
UCGRF7CYtM2Qvevmach7enPA,2026,14
UCGSthfh4W439C_2cQloVocw,2017,1
UCGSthfh4W439C_2cQloVocw,2021,4
UCGSthfh4W439C_2cQloVocw,2022,98
UCGSthfh4W439C_2cQloVocw,2023,4
UCGWwz0WBEcGozJ6yZNGIsPw,2024,108
UCGWwz0WBEcGozJ6yZNGIsPw,2025,185
UCGWwz0WBEcGozJ6yZNGIsPw,2026,182
UCGXguhCIYycPMOTZN9s4x6A,2025,118
UCGbMin84xisO1Yuq_guVlFA,2025,42
UCGbMin84xisO1Yuq_guVlFA,2026,2
UCGc2qf0Pkl7RyvqTyyP_o9w,2023,157
UCGc2qf0Pkl7RyvqTyyP_o9w,2024,214
UCGc2qf0Pkl7RyvqTyyP_o9w,2025,183
UCGc2qf0Pkl7RyvqTyyP_o9w,2026,146
UCGgUYt_n_Uzi5xYAS12XDww,2023,3
UCGgUYt_n_Uzi5xYAS12XDww,2024,2
UCGgUYt_n_Uzi5xYAS12XDww,2025,1
UCGhWfzi-1RoI9mJKzrCJGHQ,2016,1
UCGhWfzi-1RoI9mJKzrCJGHQ,2021,35
UCGhWfzi-1RoI9mJKzrCJGHQ,2022,14
UCGhWfzi-1RoI9mJKzrCJGHQ,2023,5
UCGhWfzi-1RoI9mJKzrCJGHQ,2024,40
UCGhWfzi-1RoI9mJKzrCJGHQ,2025,75
UCGhWfzi-1RoI9mJKzrCJGHQ,2026,6
UCGi7W6vbEJjPi1nzJfW-zOQ,2022,51
UCGi7W6vbEJjPi1nzJfW-zOQ,2023,107
UCGi7W6vbEJjPi1nzJfW-zOQ,2024,29
UCGjZDsjGu_BzQ_hPKTRBLLw,2021,1
UCGjZDsjGu_BzQ_hPKTRBLLw,2022,12
UCGjZDsjGu_BzQ_hPKTRBLLw,2023,25
UCGjZDsjGu_BzQ_hPKTRBLLw,2024,74
UCGjZDsjGu_BzQ_hPKTRBLLw,2025,152
UCGjZDsjGu_BzQ_hPKTRBLLw,2026,73
UCGkGWo40A2iZKQl9ug1oXoA,2023,198
UCGkGWo40A2iZKQl9ug1oXoA,2024,174
UCGkGWo40A2iZKQl9ug1oXoA,2025,100
UCGkGWo40A2iZKQl9ug1oXoA,2026,24
UCGmm95ZgqXrfS-0pu980_tA,2024,40
UCGmm95ZgqXrfS-0pu980_tA,2025,106
UCGmm95ZgqXrfS-0pu980_tA,2026,64
UCGmvJX9TaHps4LB-J-cR6bQ,2025,50
UCGmvJX9TaHps4LB-J-cR6bQ,2026,99
UCGo7fnmWfGQewxZVDmC3iJQ,2024,234
UCGo7fnmWfGQewxZVDmC3iJQ,2025,317
UCGo7fnmWfGQewxZVDmC3iJQ,2026,149
UCGofntRkNUAgXGqimLtLy4g,2021,20
UCGofntRkNUAgXGqimLtLy4g,2022,123
UCGofntRkNUAgXGqimLtLy4g,2023,170
UCGofntRkNUAgXGqimLtLy4g,2024,153
UCGofntRkNUAgXGqimLtLy4g,2025,130
UCGofntRkNUAgXGqimLtLy4g,2026,104
UCGtHn0fmqCAp_8AzV_PWd6A,2025,13
UCGtHn0fmqCAp_8AzV_PWd6A,2026,191
UCGtjAVYcncs1AJ5hQY0gASQ,2024,7
UCGtjAVYcncs1AJ5hQY0gASQ,2025,88
UCGtjAVYcncs1AJ5hQY0gASQ,2026,49
UCGwh4Fq6iBno7cSieXcgh0w,2021,2
UCGwh4Fq6iBno7cSieXcgh0w,2022,114
UCH3mEs_fK3r0M2hJ9NsgNPg,2020,1
UCH3mEs_fK3r0M2hJ9NsgNPg,2021,2
UCH3mEs_fK3r0M2hJ9NsgNPg,2023,4
UCH3mEs_fK3r0M2hJ9NsgNPg,2024,46
UCH3mEs_fK3r0M2hJ9NsgNPg,2025,81
UCH3mEs_fK3r0M2hJ9NsgNPg,2026,61
UCH6Fib1kQUaR2qurlEXnZMA,2022,17
UCH6Fib1kQUaR2qurlEXnZMA,2023,15
UCH7h3T7J1ck7YgjbI2YPR7g,2024,21
UCH7h3T7J1ck7YgjbI2YPR7g,2025,164
UCH7h3T7J1ck7YgjbI2YPR7g,2026,92
UCH9YSRP3hG56bs2lzmMoOVw,2020,16
UCH9YSRP3hG56bs2lzmMoOVw,2021,117
UCH9YSRP3hG56bs2lzmMoOVw,2022,94
UCH9YSRP3hG56bs2lzmMoOVw,2023,91
UCH9YSRP3hG56bs2lzmMoOVw,2024,87
UCH9YSRP3hG56bs2lzmMoOVw,2025,97
UCH9YSRP3hG56bs2lzmMoOVw,2026,69
UCHBOkil-h2JiTQ2LEJtG7FA,2024,116
UCHBOkil-h2JiTQ2LEJtG7FA,2025,107
UCHBOkil-h2JiTQ2LEJtG7FA,2026,83
UCHCvUUDxEP1ve9Zg_tZP5ug,2025,54
UCHCvUUDxEP1ve9Zg_tZP5ug,2026,26
UCHEnKuFdHAKL20IpCTi8l9Q,2023,42
UCHEnKuFdHAKL20IpCTi8l9Q,2024,31
UCHEnKuFdHAKL20IpCTi8l9Q,2025,14
UCHEnKuFdHAKL20IpCTi8l9Q,2026,13
UCHGviQ_8o_ZLS_k1vpFOtmQ,2023,2
UCHGviQ_8o_ZLS_k1vpFOtmQ,2025,269
UCHGviQ_8o_ZLS_k1vpFOtmQ,2026,55
UCHJyN2D9QrjAujzsrDkguRA,2021,60
UCHJyN2D9QrjAujzsrDkguRA,2022,69
UCHJyN2D9QrjAujzsrDkguRA,2023,16
UCHJyN2D9QrjAujzsrDkguRA,2024,2
UCHJyN2D9QrjAujzsrDkguRA,2025,3
UCHJyN2D9QrjAujzsrDkguRA,2026,5
UCHL4mRfm4hZgmg4sPYRiYkg,2022,52
UCHL4mRfm4hZgmg4sPYRiYkg,2023,14
UCHL4mRfm4hZgmg4sPYRiYkg,2024,33
UCHL4mRfm4hZgmg4sPYRiYkg,2025,14
UCHNUhekh0u_TuF6vZ5S5j8w,2020,36
UCHNUhekh0u_TuF6vZ5S5j8w,2021,117
UCHNUhekh0u_TuF6vZ5S5j8w,2022,151
UCHNUhekh0u_TuF6vZ5S5j8w,2023,123
UCHNUhekh0u_TuF6vZ5S5j8w,2024,102
UCHNUhekh0u_TuF6vZ5S5j8w,2025,85
UCHNUhekh0u_TuF6vZ5S5j8w,2026,86
UCHONh9zedNOSdzUqUbSUQ-Q,2023,36
UCHONh9zedNOSdzUqUbSUQ-Q,2024,237
UCHONh9zedNOSdzUqUbSUQ-Q,2025,254
UCHONh9zedNOSdzUqUbSUQ-Q,2026,173
UCHRq9JfoPNIg5p1rMG02oqA,2025,119
UCHRq9JfoPNIg5p1rMG02oqA,2026,18
UCHUHJ0riRQWzPWdAchy6D4w,2024,23
UCHUHJ0riRQWzPWdAchy6D4w,2025,140
UCHUHJ0riRQWzPWdAchy6D4w,2026,61
