sample_id,channel_id,video_id,year,video_published_at,time_bin,sampling_reason,t5_capture_count,t5_output_file
smp_UC0Ky1U__2020_85Mqi7k357E,UC0Ky1U__7T2Z5SOZCvNlJ-Q,85Mqi7k357E,2020,2020-05-30T13:30:10+00:00,bin_3_may_jun,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\85Mqi7k357E.parquet
smp_UC0Ky1U__2020_SN2ZObv8b7U,UC0Ky1U__7T2Z5SOZCvNlJ-Q,SN2ZObv8b7U,2020,2020-08-08T12:00:14+00:00,bin_4_jul_aug,baseline_stratified,91,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\SN2ZObv8b7U.parquet
smp_UC0Ky1U__2020_l2AmVo5rbdE,UC0Ky1U__7T2Z5SOZCvNlJ-Q,l2AmVo5rbdE,2020,2020-03-16T06:24:22+00:00,bin_2_mar_apr,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\l2AmVo5rbdE.parquet
smp_UC0Ky1U__2020_viRquNmlnkk,UC0Ky1U__7T2Z5SOZCvNlJ-Q,viRquNmlnkk,2020,2020-10-31T13:00:12+00:00,bin_5_sep_oct,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\viRquNmlnkk.parquet
smp_UCXtQTtP_2020_5P18g0pRKH8,UCXtQTtPJedfjqEPysorbsMg,5P18g0pRKH8,2020,2020-06-29T11:15:10+00:00,bin_3_may_jun,baseline_stratified,88,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\5P18g0pRKH8.parquet
smp_UCXtQTtP_2020_BR5l9mgxNpc,UCXtQTtPJedfjqEPysorbsMg,BR5l9mgxNpc,2020,2020-07-01T12:09:04+00:00,bin_4_jul_aug,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\BR5l9mgxNpc.parquet
smp_UCXtQTtP_2020_HXFN2RUTwSg,UCXtQTtPJedfjqEPysorbsMg,HXFN2RUTwSg,2020,2020-11-13T12:00:11+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\HXFN2RUTwSg.parquet
smp_UCXtQTtP_2020_YQ7Pm61RwZ8,UCXtQTtPJedfjqEPysorbsMg,YQ7Pm61RwZ8,2020,2020-06-29T11:00:09+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\YQ7Pm61RwZ8.parquet
smp_UCY3reV-_2020_R1rQcXMT-mI,UCY3reV-jwagniwcghy1B4VA,R1rQcXMT-mI,2020,2020-09-18T04:20:16+00:00,bin_5_sep_oct,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY3reV-jwagniwcghy1B4VA\R1rQcXMT-mI.parquet
smp_UCatSdbB_2020_Jripd-_9Qk8,UCatSdbBdnsXgFpCyhJ7jYGg,Jripd-_9Qk8,2020,2020-05-12T03:00:09+00:00,bin_3_may_jun,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCatSdbBdnsXgFpCyhJ7jYGg\Jripd-_9Qk8.parquet
smp_UCbeaB9M_2020_6OqaSvnrSEo,UCbeaB9MoD9IyXqBshyQuNRQ,6OqaSvnrSEo,2020,2020-12-06T11:33:07+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCbeaB9MoD9IyXqBshyQuNRQ\6OqaSvnrSEo.parquet
smp_UCbeaB9M_2020__M3Jl8ISjSY,UCbeaB9MoD9IyXqBshyQuNRQ,_M3Jl8ISjSY,2020,2020-03-08T14:30:15+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCbeaB9MoD9IyXqBshyQuNRQ\_M3Jl8ISjSY.parquet
smp_UCbeaB9M_2020_a_bk_3P1U34,UCbeaB9MoD9IyXqBshyQuNRQ,a_bk_3P1U34,2020,2020-04-11T12:35:22+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCbeaB9MoD9IyXqBshyQuNRQ\a_bk_3P1U34.parquet
smp_UCcRaKGC_2020_33r7fE-P9u4,UCcRaKGCG3RFenb8D2php_Jw,33r7fE-P9u4,2020,2020-11-04T04:56:30+00:00,bin_6_nov_dec,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcRaKGCG3RFenb8D2php_Jw\33r7fE-P9u4.parquet
smp_UCni4SBf_2020_A2NUWpThpSg,UCni4SBfvmKlD7bu_ZWDmKiQ,A2NUWpThpSg,2020,2020-11-01T17:44:25+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCni4SBfvmKlD7bu_ZWDmKiQ\A2NUWpThpSg.parquet
smp_UCompe4f_2020_8mkWYNoapY8,UCompe4fS2oUss8CGTuhOSxA,8mkWYNoapY8,2020,2020-11-01T10:30:00+00:00,bin_6_nov_dec,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\8mkWYNoapY8.parquet
smp_UCompe4f_2020_Hj4PzPuQOA0,UCompe4fS2oUss8CGTuhOSxA,Hj4PzPuQOA0,2020,2020-03-11T09:00:04+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\Hj4PzPuQOA0.parquet
smp_UCxfx5Bu_2020_2SJYXQ8GGRw,UCxfx5BudsoFOV-TLl0RdFNw,2SJYXQ8GGRw,2020,2020-02-10T13:58:39+00:00,bin_1_jan_feb,baseline_stratified,88,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCxfx5BudsoFOV-TLl0RdFNw\2SJYXQ8GGRw.parquet
smp_UCxfx5Bu_2020_FeDzGiYAFHI,UCxfx5BudsoFOV-TLl0RdFNw,FeDzGiYAFHI,2020,2020-08-27T03:20:21+00:00,bin_4_jul_aug,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCxfx5BudsoFOV-TLl0RdFNw\FeDzGiYAFHI.parquet
smp_UCxfx5Bu_2020_sCF1_vtQIdk,UCxfx5BudsoFOV-TLl0RdFNw,sCF1_vtQIdk,2020,2020-09-28T14:00:59+00:00,bin_5_sep_oct,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCxfx5BudsoFOV-TLl0RdFNw\sCF1_vtQIdk.parquet
smp_UC0Ky1U__2021_8ywlhKFWAzg,UC0Ky1U__7T2Z5SOZCvNlJ-Q,8ywlhKFWAzg,2021,2021-07-26T12:30:12+00:00,bin_4_jul_aug,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\8ywlhKFWAzg.parquet
smp_UC0Ky1U__2021_PYMwBKX0M_c,UC0Ky1U__7T2Z5SOZCvNlJ-Q,PYMwBKX0M_c,2021,2021-10-31T12:00:12+00:00,bin_5_sep_oct,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\PYMwBKX0M_c.parquet
smp_UC0Ky1U__2021_l2KPeJ1R1d0,UC0Ky1U__7T2Z5SOZCvNlJ-Q,l2KPeJ1R1d0,2021,2021-05-31T12:00:17+00:00,bin_3_may_jun,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\l2KPeJ1R1d0.parquet
smp_UC0Ky1U__2021_lABgrirFYuc,UC0Ky1U__7T2Z5SOZCvNlJ-Q,lABgrirFYuc,2021,2021-02-18T03:00:15+00:00,bin_1_jan_feb,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\lABgrirFYuc.parquet
smp_UC0Ky1U__2021_zXXwUELY7Qo,UC0Ky1U__7T2Z5SOZCvNlJ-Q,zXXwUELY7Qo,2021,2021-03-07T11:00:16+00:00,bin_2_mar_apr,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UC0Ky1U__7T2Z5SOZCvNlJ-Q\zXXwUELY7Qo.parquet
smp_UCAnKhwx_2021_SPwsxFB1ytA,UCAnKhwx493i5myddnJFF_gg,SPwsxFB1ytA,2021,2021-07-25T04:00:13+00:00,bin_4_jul_aug,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCAnKhwx493i5myddnJFF_gg\SPwsxFB1ytA.parquet
smp_UCEk6QSU_2021_DbS91kVw_Jc,UCEk6QSUJhVf56A_VznMpKpg,DbS91kVw_Jc,2021,2021-04-13T00:00:01+00:00,bin_2_mar_apr,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCEk6QSUJhVf56A_VznMpKpg\DbS91kVw_Jc.parquet
smp_UCEk6QSU_2021_utsOq1HnOss,UCEk6QSUJhVf56A_VznMpKpg,utsOq1HnOss,2021,2021-09-06T08:00:30+00:00,bin_5_sep_oct,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCEk6QSUJhVf56A_VznMpKpg\utsOq1HnOss.parquet
smp_UCJ6HUQO_2021_hCZNkf9AxDQ,UCJ6HUQOWSjCHHdOgz13zFlA,hCZNkf9AxDQ,2021,2021-04-04T12:17:25+00:00,bin_2_mar_apr,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCJ6HUQOWSjCHHdOgz13zFlA\hCZNkf9AxDQ.parquet
smp_UCM69uU9_2021_-YMlAoibHpM,UCM69uU9b_raR3mcACHeivgg,-YMlAoibHpM,2021,2021-10-10T14:30:12+00:00,bin_5_sep_oct,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\-YMlAoibHpM.parquet
smp_UCM69uU9_2021_5lb8OpYUSpI,UCM69uU9b_raR3mcACHeivgg,5lb8OpYUSpI,2021,2021-12-07T13:30:12+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\5lb8OpYUSpI.parquet
smp_UCM69uU9_2021_Q3X2RQwhapo,UCM69uU9b_raR3mcACHeivgg,Q3X2RQwhapo,2021,2021-11-05T11:46:15+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\Q3X2RQwhapo.parquet
smp_UCM69uU9_2021_SK2zBKZPZ4o,UCM69uU9b_raR3mcACHeivgg,SK2zBKZPZ4o,2021,2021-11-18T14:00:13+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\SK2zBKZPZ4o.parquet
smp_UCM69uU9_2021_sMfp4ixqfyQ,UCM69uU9b_raR3mcACHeivgg,sMfp4ixqfyQ,2021,2021-09-04T14:00:11+00:00,bin_5_sep_oct,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\sMfp4ixqfyQ.parquet
smp_UCMUtWzs_2021_0ntfAqRENN4,UCMUtWzsjAQJgp6UlkbVSo1w,0ntfAqRENN4,2021,2021-04-03T08:00:01+00:00,bin_2_mar_apr,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCMUtWzsjAQJgp6UlkbVSo1w\0ntfAqRENN4.parquet
smp_UCMvc8Bl_2021_WuKBtzucnJg,UCMvc8BlQ7r5gRbz-D2EY0LA,WuKBtzucnJg,2021,2021-07-25T14:04:23+00:00,bin_4_jul_aug,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCMvc8BlQ7r5gRbz-D2EY0LA\WuKBtzucnJg.parquet
smp_UCOaTgKP_2021_RJm991EWvTM,UCOaTgKPjI9cgXLoDW7XFDDw,RJm991EWvTM,2021,2021-07-20T11:30:05+00:00,bin_4_jul_aug,baseline_stratified,94,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCOaTgKPjI9cgXLoDW7XFDDw\RJm991EWvTM.parquet
smp_UCPHqJsN_2021_EZKy-d7UWMc,UCPHqJsNtOp94Vcol4DPKpSA,EZKy-d7UWMc,2021,2021-08-28T08:00:03+00:00,bin_4_jul_aug,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCPHqJsNtOp94Vcol4DPKpSA\EZKy-d7UWMc.parquet
smp_UCR1Htb-_2021_Ax2RCgKfpnQ,UCR1Htb-H1-tus7UPotPh69A,Ax2RCgKfpnQ,2021,2021-05-20T14:46:27+00:00,bin_3_may_jun,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCR1Htb-H1-tus7UPotPh69A\Ax2RCgKfpnQ.parquet
smp_UCR1Htb-_2021_Q55ZFboBk9A,UCR1Htb-H1-tus7UPotPh69A,Q55ZFboBk9A,2021,2021-11-16T10:54:47+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCR1Htb-H1-tus7UPotPh69A\Q55ZFboBk9A.parquet
smp_UCR1Htb-_2021_i3NHQwCTQGs,UCR1Htb-H1-tus7UPotPh69A,i3NHQwCTQGs,2021,2021-07-16T14:29:37+00:00,bin_4_jul_aug,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCR1Htb-H1-tus7UPotPh69A\i3NHQwCTQGs.parquet
smp_UCXtQTtP_2021_0LyJwC8pCDg,UCXtQTtPJedfjqEPysorbsMg,0LyJwC8pCDg,2021,2021-12-31T08:08:20+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\0LyJwC8pCDg.parquet
smp_UCXtQTtP_2021_OlLQ57yhhO8,UCXtQTtPJedfjqEPysorbsMg,OlLQ57yhhO8,2021,2021-06-25T10:00:11+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\OlLQ57yhhO8.parquet
smp_UCXtQTtP_2021_UPguXngOkaw,UCXtQTtPJedfjqEPysorbsMg,UPguXngOkaw,2021,2021-04-23T10:00:13+00:00,bin_2_mar_apr,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\UPguXngOkaw.parquet
smp_UCXtQTtP_2021_naoPGVSTqw0,UCXtQTtPJedfjqEPysorbsMg,naoPGVSTqw0,2021,2021-07-30T11:00:11+00:00,bin_4_jul_aug,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\naoPGVSTqw0.parquet
smp_UCXtQTtP_2021_z7WuFdQ-JtE,UCXtQTtPJedfjqEPysorbsMg,z7WuFdQ-JtE,2021,2021-02-26T11:00:16+00:00,bin_1_jan_feb,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\z7WuFdQ-JtE.parquet
smp_UCY-5Lf7_2021_V3QHcJ7iCu0,UCY-5Lf7AJKFj4fudzFi1AZw,V3QHcJ7iCu0,2021,2021-10-30T12:07:07+00:00,bin_5_sep_oct,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY-5Lf7AJKFj4fudzFi1AZw\V3QHcJ7iCu0.parquet
smp_UCbeaB9M_2021_IPVwNtdCt0c,UCbeaB9MoD9IyXqBshyQuNRQ,IPVwNtdCt0c,2021,2021-03-27T09:29:29+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCbeaB9MoD9IyXqBshyQuNRQ\IPVwNtdCt0c.parquet
smp_UCbeaB9M_2021_jp8vLei7ddI,UCbeaB9MoD9IyXqBshyQuNRQ,jp8vLei7ddI,2021,2021-04-01T10:43:42+00:00,bin_2_mar_apr,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCbeaB9MoD9IyXqBshyQuNRQ\jp8vLei7ddI.parquet
smp_UCcRaKGC_2021_JnjDEH8ZVR4,UCcRaKGCG3RFenb8D2php_Jw,JnjDEH8ZVR4,2021,2021-03-03T08:34:49+00:00,bin_2_mar_apr,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcRaKGCG3RFenb8D2php_Jw\JnjDEH8ZVR4.parquet
smp_UCjGGp-g_2021_Ar22pYR1-sQ,UCjGGp-gPhMgxgIKxjShbYtA,Ar22pYR1-sQ,2021,2021-09-28T11:33:56+00:00,bin_5_sep_oct,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCjGGp-gPhMgxgIKxjShbYtA\Ar22pYR1-sQ.parquet
smp_UCompe4f_2021_07tjD_u8gyM,UCompe4fS2oUss8CGTuhOSxA,07tjD_u8gyM,2021,2021-09-24T09:00:00+00:00,bin_5_sep_oct,baseline_stratified,89,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\07tjD_u8gyM.parquet
smp_UCompe4f_2021_BeZs5U8DQmk,UCompe4fS2oUss8CGTuhOSxA,BeZs5U8DQmk,2021,2021-08-14T17:00:04+00:00,bin_4_jul_aug,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\BeZs5U8DQmk.parquet
smp_UCompe4f_2021_XkoGFb2nO4o,UCompe4fS2oUss8CGTuhOSxA,XkoGFb2nO4o,2021,2021-12-08T14:33:39+00:00,bin_6_nov_dec,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCompe4fS2oUss8CGTuhOSxA\XkoGFb2nO4o.parquet
smp_UCqhhWjp_2021_-SdU94f0mEQ,UCqhhWjpw23dWhJ5rRwCCrMA,-SdU94f0mEQ,2021,2021-12-06T11:00:01+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCqhhWjpw23dWhJ5rRwCCrMA\-SdU94f0mEQ.parquet
smp_UCqhhWjp_2021_6nwPy4IpnxQ,UCqhhWjpw23dWhJ5rRwCCrMA,6nwPy4IpnxQ,2021,2021-11-09T11:00:09+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCqhhWjpw23dWhJ5rRwCCrMA\6nwPy4IpnxQ.parquet
smp_UCqhhWjp_2021_HmTbpbNRqtc,UCqhhWjpw23dWhJ5rRwCCrMA,HmTbpbNRqtc,2021,2021-11-20T05:00:04+00:00,bin_6_nov_dec,baseline_stratified,99,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCqhhWjpw23dWhJ5rRwCCrMA\HmTbpbNRqtc.parquet
smp_UCutz6S1_2021_51piF7rtvFM,UCutz6S1DcEHPnEb_r9ztkzg,51piF7rtvFM,2021,2021-10-29T12:00:04+00:00,bin_5_sep_oct,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCutz6S1DcEHPnEb_r9ztkzg\51piF7rtvFM.parquet
smp_UCutz6S1_2021_yXag-K65p-A,UCutz6S1DcEHPnEb_r9ztkzg,yXag-K65p-A,2021,2021-10-23T10:00:34+00:00,bin_5_sep_oct,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCutz6S1DcEHPnEb_r9ztkzg\yXag-K65p-A.parquet
smp_UCyA1KEX_2021_4sLCxnTj4Jw,UCyA1KEXjcq2za_bsJp9KmZQ,4sLCxnTj4Jw,2021,2021-05-11T03:02:37+00:00,bin_3_may_jun,baseline_stratified,80,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCyA1KEXjcq2za_bsJp9KmZQ\4sLCxnTj4Jw.parquet
smp_UCEk6QSU_2022__MUm-QmvAPo,UCEk6QSUJhVf56A_VznMpKpg,_MUm-QmvAPo,2022,2022-01-14T08:00:23+00:00,bin_1_jan_feb,baseline_stratified,92,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCEk6QSUJhVf56A_VznMpKpg\_MUm-QmvAPo.parquet
smp_UCGMSJFu_2022_3P8cKqjqXHA,UCGMSJFuXdNmswEPX4X6NnLQ,3P8cKqjqXHA,2022,2022-12-23T12:30:07+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGMSJFuXdNmswEPX4X6NnLQ\3P8cKqjqXHA.parquet
smp_UCGMSJFu_2022_aS0YzUhM9yw,UCGMSJFuXdNmswEPX4X6NnLQ,aS0YzUhM9yw,2022,2022-12-09T14:30:01+00:00,bin_6_nov_dec,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGMSJFuXdNmswEPX4X6NnLQ\aS0YzUhM9yw.parquet
smp_UCGMSJFu_2022_wifvnNM8FpY,UCGMSJFuXdNmswEPX4X6NnLQ,wifvnNM8FpY,2022,2022-12-22T11:00:11+00:00,bin_6_nov_dec,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCGMSJFuXdNmswEPX4X6NnLQ\wifvnNM8FpY.parquet
smp_UCM69uU9_2022_YzDKhxQNnRo,UCM69uU9b_raR3mcACHeivgg,YzDKhxQNnRo,2022,2022-11-07T13:00:11+00:00,bin_6_nov_dec,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\YzDKhxQNnRo.parquet
smp_UCM69uU9_2022_tj6wdcFbdl4,UCM69uU9b_raR3mcACHeivgg,tj6wdcFbdl4,2022,2022-04-26T12:55:18+00:00,bin_2_mar_apr,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCM69uU9b_raR3mcACHeivgg\tj6wdcFbdl4.parquet
smp_UCMvc8Bl_2022_P08p8IRubEs,UCMvc8BlQ7r5gRbz-D2EY0LA,P08p8IRubEs,2022,2022-02-06T07:00:15+00:00,bin_1_jan_feb,baseline_stratified,96,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCMvc8BlQ7r5gRbz-D2EY0LA\P08p8IRubEs.parquet
smp_UCPtSgQ5_2022_WvWgdP3ql5U,UCPtSgQ5-yCPl9wbo5w7tmWQ,WvWgdP3ql5U,2022,2022-05-21T08:56:01+00:00,bin_3_may_jun,baseline_stratified,98,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCPtSgQ5-yCPl9wbo5w7tmWQ\WvWgdP3ql5U.parquet
smp_UCSOxauT_2022_ec4r5YXVSmM,UCSOxauTBY7eKbUnQ86W708Q,ec4r5YXVSmM,2022,2022-03-28T05:00:13+00:00,bin_2_mar_apr,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCSOxauTBY7eKbUnQ86W708Q\ec4r5YXVSmM.parquet
smp_UCXtQTtP_2022_5zitEf2bWaQ,UCXtQTtPJedfjqEPysorbsMg,5zitEf2bWaQ,2022,2022-03-26T11:26:32+00:00,bin_2_mar_apr,baseline_stratified,63,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\5zitEf2bWaQ.parquet
smp_UCXtQTtP_2022_KvlkOlq-KAY,UCXtQTtPJedfjqEPysorbsMg,KvlkOlq-KAY,2022,2022-02-20T10:00:16+00:00,bin_1_jan_feb,baseline_stratified,97,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCXtQTtPJedfjqEPysorbsMg\KvlkOlq-KAY.parquet
smp_UCY-5Lf7_2022_dl1LDqWPkeI,UCY-5Lf7AJKFj4fudzFi1AZw,dl1LDqWPkeI,2022,2022-09-19T12:01:02+00:00,bin_5_sep_oct,baseline_stratified,95,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCY-5Lf7AJKFj4fudzFi1AZw\dl1LDqWPkeI.parquet
smp_UCcRaKGC_2022_NBJD8MLBpJE,UCcRaKGCG3RFenb8D2php_Jw,NBJD8MLBpJE,2022,2022-01-23T06:00:13+00:00,bin_1_jan_feb,baseline_stratified,86,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcRaKGCG3RFenb8D2php_Jw\NBJD8MLBpJE.parquet
smp_UCcRaKGC_2022_XbSLvA9yskU,UCcRaKGCG3RFenb8D2php_Jw,XbSLvA9yskU,2022,2022-04-01T05:38:17+00:00,bin_2_mar_apr,baseline_stratified,100,C:\Users\Icezaza\Documents\GitHub\ThaiVtuberSNA\data\temporal\observations\comment\UCcRaKGCG3RFenb8D2php_Jw\XbSLvA9yskU.parquet
