channel_id,name,tier_at_selection,subscriber_count_at_selection,lifecycle_status,agency,selection_reason,selected_at
UCgSsXxQ71nScJ-GIc90ZkYw,Cerafine Mikael Ch. Lumina-First-Myth,B,34800,active,Lumina Live,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCknOyz3O0-G6w5SJNAgO7uQ,Mild-R Ch. Lumina-World-End,B,34300,active,Lumina Live,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCKlrZ_Pp4UE8miUIbC3kFjg,Castesia | Phoenix Vtuber of Noxus,B,33700,hiatus,Independent,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCc9W8GnDEHPNgt6eshaAvQw,Nirvana Ch.【ARP】,B,33000,active,Algorhythm Project,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCSXwfOj8mTDxE1ZaIEHXN2w,Meraki Keimii Ch. Pixela Legends,B,32700,hiatus,Pixela Project,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCLEtK3UynAZPM7ODwPeveEw,LIRIN,B,32300,active,Independent,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UChBuxXl8poN1Jz8kZDdsfhw,Selene Ch.【ARP】,B,32200,active,Algorhythm Project,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCc6hwdN1yu2QT9o4yIHUPnQ,Vermillion Ch. Flora Project,B,31700,unknown,Flora Project,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCTIi4NC8SvzUZDMExjCscVA,UCTIi4NC8SvzUZDMExjCscVA,B,30800,hiatus,Independent,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCyJplWD3_LWpNMOOkiVVurg,DEV Ch.【ARP】,B,30800,active,Algorhythm Project,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCL1yaSZue9dW_zyvhdI8C3w,Friskfitz,B,30600,active,Independent,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UCa8ILv94qHT6oar_jVzg9sQ,Beta AMI Ch. Lumina-World-End,B,30300,active,Lumina Live,Tier B High-Sub (>=30k subscribers),2026-09-07T18:09:48.704697+00:00
UC8xAtvAk_HX1j3egTO7ylIQ,Roselia de Magentia Ch. Pixela S,B,29300,active,Pixela Project,Core Agency (Pixela Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCuyrIzf_bCTnyJHktJVpe4g,Atlanteia Sireen Ch. Lumina-First-Myth,B,29200,active,Lumina Live,Core Agency (Lumina Live) >=25k,2026-09-07T18:09:48.704697+00:00
UCeLJ2rBYZwPrb5hbKY5X5eg,Latta Ch.【ARP】,B,28600,hiatus,Algorhythm Project,Core Agency (Algorhythm Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCW0EhUBJrTtjSywG4-MGgrQ,Grimus Grimm Ch. Pixela Destiny,B,28200,active,Pixela Project,Core Agency (Pixela Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCbZDGjLa_Rc3TfPVXMR1Tog,Biscuit Blythe Ch. Pixela Destiny,B,27200,active,Pixela Project,Core Agency (Pixela Project) >=25k,2026-09-07T18:09:48.704697+00:00
UC6Q4UI5mEjeZOIRoTtRoFJA,Midnight Ch.【ARP】,B,26800,active,Algorhythm Project,Core Agency (Algorhythm Project) >=25k,2026-09-07T18:09:48.704697+00:00
UC3TQ2myWZR8pZiUZ6Cs0-Sw,Bianca Ch. 【ARP】,B,26300,hiatus,Algorhythm Project,Core Agency (Algorhythm Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCantL0_E-ATsKZTmZmZ51tw,Millennia Ch.【ARP】,B,25900,active,Algorhythm Project,Core Agency (Algorhythm Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCgqsGN6McgMtc-Xz50MsG9w,Uniwii Ch.【ARP】,B,25200,hiatus,Algorhythm Project,Core Agency (Algorhythm Project) >=25k,2026-09-07T18:09:48.704697+00:00
UCgLadXz0sJbHQL98eoAd9ag,【graduated】Ice Shirakoi Ch. / AStars Amakara,B,24000,graduated,AStars Production,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UCfe7Lxdn2PDp_xnnrC_RSzA,【graduated】Amaris Sayo Ch. / AStars Amakara,B,10900,graduated,AStars Production,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UC_djfyZ7N_-hPSxtrSsBNfQ,Victor Hoshino【GRADUATED】,C,4310,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UCSQCuMGGicyB_QqG_mApH7w,Kaede Ch. [ Graduated],C,2630,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UC0C_CplF_fwd1hEZuIE6VIw,Rawley Izzy G. Ch. | Graduated,C,1940,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UC_f-4lGvlAXpBrN9vHertvA,Akiyama Zqiu Ch. | RPG 【GRADUATED】,C,1660,graduated,RPG,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UCt8vlwt6qi6P1mz5uuStJCA,Shimonz,C,1580,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UCDgptjggm1YvNSn7GQ19sEA,Lord Cha Zele Ch. ◤Graduation◢,C,1340,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UC0fZ_5Kil9VctNzpYo4vpLg,Tenebris D. Armis Ch. | RPG 【GRADUATED】,C,1270,graduated,RPG,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UC3H7_4Gz8PhHeMz0hHwuFTw,Morika Rei【ARRI】[Graduated],C,1200,graduated,Independent,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
UCVogMqMZimg5YbPE48oPrlg,Mysterica X. Ch. | RPG,D,877,graduated,RPG,Graduated VTuber (Lifecycle & Migration Tracking),2026-09-07T18:09:48.704697+00:00
